Protein.Group,Protein.Names,Genes,First.Protein.Description,WT-EXP1,WT-EXP2,WT-EXP3,WT-REQ1,WT-REQ2,WT-REQ3,KO-EXP1,KO-EXP2,KO-EXP3,KO-REQ1,KO-REQ2,KO-REQ3,
P46664,PURA2_MOUSE,Adss2,Adenylosuccinate synthetase isozyme 2,3.25429E+07,2.85317E+07,2.58519E+07,3.17558E+07,3.63168E+07,2.90562E+07,2.85383E+07,2.96494E+07,3.42238E+07,2.81929E+07,2.41966E+07,3.27707E+07,
Q9DBR3,ARMC8_MOUSE,Armc8,Armadillo repeat-containing protein 8,1.11131E+07,1.12774E+07,9.96508E+06,1.00191E+07,7.45839E+06,8.92498E+06,1.2902E+07,1.13287E+07,1.10173E+07,1.08591E+07,9.0965E+06,9.80546E+06,
Q99KZ6,ZN639_MOUSE,Znf639,Zinc finger protein 639,5.90669E+06,7.5015E+06,8.55055E+06,5.4406E+06,,4.80564E+06,5.53229E+06,7.6116E+06,5.6317E+06,4.22627E+06,4.77577E+06,4.68822E+06,
Q80UM7,MOGS_MOUSE,Mogs,Mannosyl-oligosaccharide glucosidase,4.86817E+07,4.9612E+07,5.08892E+07,4.51285E+07,2.40311E+07,4.46705E+07,4.79635E+07,4.76818E+07,4.97586E+07,4.97957E+07,4.60811E+07,4.75894E+07,
P50136,ODBA_MOUSE,Bckdha,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",5.25905E+07,5.04278E+07,5.19599E+07,5.37601E+07,4.75662E+07,5.90429E+07,5.19863E+07,5.88255E+07,4.48331E+07,5.28559E+07,6.0684E+07,6.38064E+07,
P63139,NFYB_MOUSE,Nfyb,Nuclear transcription factor Y subunit beta,4.87274E+07,3.8288E+07,2.51798E+07,3.10059E+07,,3.24796E+07,2.58241E+07,4.82718E+07,3.68996E+07,4.63307E+07,6.92185E+07,2.9189E+07,
Q9DCE9,IRGM3_MOUSE,Igtp,Immunity-related GTPase family M protein 3,7.52112E+06,5.91692E+06,7.3741E+06,5.50076E+06,7.0466E+06,4.80529E+06,6.24562E+06,6.97718E+06,8.36641E+06,6.85863E+06,6.1839E+06,7.13947E+06,
Q91VR8,BRK1_MOUSE,Brk1,Protein BRICK1,2.60974E+07,3.072E+07,2.00062E+07,2.2778E+07,,2.48158E+07,3.08568E+07,2.0094E+07,2.95444E+07,2.47306E+07,3.51051E+07,2.56524E+07,
Q91V92,ACLY_MOUSE,Acly,ATP-citrate synthase,6.98861E+07,7.00589E+07,6.15682E+07,5.18859E+07,4.9542E+07,4.86107E+07,7.20359E+07,6.5141E+07,6.99457E+07,4.93658E+07,4.73965E+07,4.89726E+07,
Q80VG1,SCML4_MOUSE,Scml4,Sex comb on midleg-like protein 4,2.0084E+06,3.02796E+06,2.73651E+06,3.09094E+06,,2.1301E+06,2.31877E+06,2.0493E+06,1.67701E+06,3.79634E+06,3.68261E+06,2.86239E+06,
O35129,PHB2_MOUSE,Phb2,Prohibitin-2,4.6838E+07,5.56301E+07,5.19073E+07,6.05173E+07,2.74685E+07,5.15226E+07,4.20917E+07,4.6581E+07,4.198E+07,6.34897E+07,5.49387E+07,6.28587E+07,
Q9JM14,NT5C_MOUSE,Nt5c,"5'(3')-deoxyribonucleotidase, cytosolic type",4.64603E+07,5.26864E+07,6.20205E+07,4.66534E+07,4.8083E+07,5.82941E+07,5.51433E+07,5.03276E+07,5.01397E+07,6.01455E+07,5.52224E+07,5.3541E+07,
Q8C079,STRP1_MOUSE,Strip1,Striatin-interacting protein 1,1.94531E+07,1.54702E+07,1.82287E+07,1.97824E+07,2.01925E+07,1.79955E+07,1.69971E+07,1.81916E+07,1.89643E+07,1.97172E+07,1.9883E+07,2.20332E+07,
P42859,HD_MOUSE,Htt,Huntingtin,3.10763E+07,2.6362E+07,2.86426E+07,1.83643E+07,1.98393E+07,1.76299E+07,2.76183E+07,2.565E+07,2.55351E+07,2.0986E+07,1.98926E+07,1.84914E+07,
Q9JJQ0,PIGB_MOUSE,Pigb,GPI mannosyltransferase 3,9.10479E+06,9.67852E+06,1.25644E+07,1.19077E+07,,9.80773E+06,9.04783E+06,9.21078E+06,1.11437E+07,8.91113E+06,,8.63196E+06,
Q8K3J5,ZN131_MOUSE,Znf131,Zinc finger protein 131,8.2456E+06,6.64944E+06,7.68009E+06,6.7188E+06,,6.87052E+06,7.8155E+06,6.71934E+06,1.0667E+07,5.65355E+06,6.92076E+06,6.26212E+06,
Q9CW46,RAVR1_MOUSE,Raver1,Ribonucleoprotein PTB-binding 1,1.22311E+07,1.51399E+07,1.60428E+07,1.62746E+07,1.48792E+07,1.88266E+07,1.54917E+07,1.58401E+07,1.58825E+07,1.38222E+07,1.54902E+07,1.56996E+07,
Q5ND34,WDR81_MOUSE,Wdr81,WD repeat-containing protein 81,1.78354E+07,2.01711E+07,1.77703E+07,2.17313E+07,7.35822E+06,1.86494E+07,1.97107E+07,1.56882E+07,1.82457E+07,2.43136E+07,1.95575E+07,2.23108E+07,
Q9JIK5,DDX21_MOUSE,Ddx21,Nucleolar RNA helicase 2,3.33472E+07,3.52646E+07,3.46852E+07,2.24092E+07,2.61409E+07,2.66655E+07,3.7147E+07,3.73383E+07,3.35301E+07,2.59859E+07,2.74056E+07,2.74842E+07,
P36993,PPM1B_MOUSE,Ppm1b,Protein phosphatase 1B,1.86229E+07,1.83585E+07,1.63664E+07,2.31682E+07,3.23227E+07,2.64473E+07,2.24388E+07,1.56388E+07,2.27556E+07,1.82608E+07,2.65977E+07,2.38819E+07,
Q9CR23,TMEM9_MOUSE,Tmem9,Proton-transporting V-type ATPase complex assembly regulator TMEM9,4.30271E+06,6.92205E+06,7.41184E+06,4.13266E+06,,4.97867E+06,7.54414E+06,6.64932E+06,6.97183E+06,3.95654E+06,3.32194E+06,4.19132E+06,
P28660,NCKP1_MOUSE,Nckap1,Nck-associated protein 1,1.36104E+07,2.16353E+07,1.76895E+07,9.52723E+06,9.82658E+06,9.48779E+06,1.59167E+07,1.27411E+07,1.69419E+07,1.46696E+07,1.11482E+07,9.49233E+06,
Q68FF7,SLAI1_MOUSE,Slain1,SLAIN motif-containing protein 1,2.71953E+06,2.67277E+06,2.74811E+06,1.25763E+06,,1.76047E+06,3.55024E+06,2.75088E+06,2.62166E+06,2.16779E+06,2.31048E+06,1.46229E+06,
O88327,CTNL1_MOUSE,Ctnnal1,Alpha-catulin,4.938E+06,4.41594E+06,4.06822E+06,1.42237E+06,,2.02283E+06,5.1892E+06,4.51751E+06,3.79215E+06,2.21621E+06,,3.47126E+06,
Q61048,WBP4_MOUSE,Wbp4,WW domain-binding protein 4,9.98082E+06,9.26352E+06,9.9083E+06,1.32715E+07,,9.518E+06,5.5302E+06,9.20168E+06,1.02553E+07,6.71908E+06,6.75926E+06,1.09475E+07,
Q07139,ECT2_MOUSE,Ect2,Protein ECT2,490613,493879,649772,186742,,167316,380487,574310,562925,363509,200541,197916,
P63002,TLE5_MOUSE,Tle5,TLE family member 5,1.00624E+07,6.85727E+06,1.01833E+07,5.00869E+06,,5.67782E+06,8.52396E+06,1.01476E+07,8.41867E+06,6.50767E+06,8.09695E+06,5.0981E+06,
Q8BHD1,POC1B_MOUSE,Poc1b,POC1 centriolar protein homolog B,,9.9782E+06,1.08916E+07,1.12629E+07,,9.92951E+06,,8.76227E+06,8.48528E+06,9.93157E+06,,8.50763E+06,
Q3UHC7,DAB2P_MOUSE,Dab2ip,Disabled homolog 2-interacting protein,1.4304E+07,1.22104E+07,1.10141E+07,1.26667E+07,1.28483E+07,1.42813E+07,1.62496E+07,1.34581E+07,1.52912E+07,1.69639E+07,1.22797E+07,1.76186E+07,
Q9D8X1,CUTC_MOUSE,Cutc,Copper homeostasis protein cutC homolog,7.69405E+06,6.45466E+06,7.33616E+06,7.0961E+06,8.72271E+06,8.10974E+06,9.32709E+06,7.6162E+06,6.80481E+06,1.06132E+07,7.59135E+06,9.51768E+06,
Q8CCJ3,UFL1_MOUSE,Ufl1,E3 UFM1-protein ligase 1,2.57268E+07,2.38346E+07,2.63862E+07,2.15844E+07,2.40997E+07,2.12837E+07,2.30592E+07,2.7599E+07,2.51818E+07,2.53125E+07,2.15649E+07,2.73387E+07,
Q6P5G6,UBXN7_MOUSE,Ubxn7,UBX domain-containing protein 7,5.02777E+07,4.90083E+07,4.90882E+07,6.27945E+07,5.88896E+07,4.88558E+07,4.719E+07,4.07796E+07,4.48662E+07,5.86747E+07,6.81832E+07,6.21225E+07,
Q9R0M5,TPK1_MOUSE,Tpk1,Thiamin pyrophosphokinase 1,5.70144E+06,5.51708E+06,3.83076E+06,6.97223E+06,8.83225E+06,5.34389E+06,5.01558E+06,4.87069E+06,4.91561E+06,5.60562E+06,6.34297E+06,4.95909E+06,
P70399,TP53B_MOUSE,Tp53bp1,TP53-binding protein 1,2.19568E+07,2.08022E+07,2.08142E+07,2.66092E+07,3.10269E+07,2.58313E+07,2.6757E+07,2.49277E+07,2.18183E+07,2.5042E+07,2.58782E+07,2.57517E+07,
Q62189,SNRPA_MOUSE,Snrpa,U1 small nuclear ribonucleoprotein A,1.87869E+07,2.56564E+07,1.84252E+07,2.37378E+07,5.30588E+06,1.95642E+07,2.5439E+07,1.88649E+07,2.29614E+07,2.68953E+07,1.96467E+07,2.55328E+07,
Q8BTM8,FLNA_MOUSE,Flna,Filamin-A,6.06237E+07,5.87747E+07,5.84141E+07,5.59439E+07,6.02552E+07,5.57876E+07,5.91394E+07,5.59904E+07,5.54516E+07,5.82323E+07,5.98933E+07,6.00145E+07,
O88852,TSYL1_MOUSE,Tspyl1,Testis-specific Y-encoded-like protein 1,1.56722E+07,1.53471E+07,1.50514E+07,1.27739E+07,,1.19149E+07,1.74416E+07,1.46373E+07,1.27382E+07,1.14913E+07,1.23818E+07,1.06219E+07,
Q8BGB7,ENOPH_MOUSE,Enoph1,Enolase-phosphatase E1,2.13408E+07,1.59846E+07,1.59666E+07,2.72906E+07,3.05873E+07,2.12096E+07,1.64917E+07,1.40377E+07,1.90791E+07,2.44328E+07,2.03967E+07,2.26878E+07,
Q99J93,IFM2_MOUSE,Ifitm2,Interferon-induced transmembrane protein 2,1.66954E+07,1.74898E+07,1.61815E+07,1.27165E+07,1.47817E+07,9.70338E+06,2.19771E+07,1.71479E+07,1.64604E+07,5.09221E+06,1.24042E+07,1.00972E+07,
Q8K019,BCLF1_MOUSE,Bclaf1,Bcl-2-associated transcription factor 1,2.47522E+07,2.07623E+07,1.86147E+07,2.75923E+07,3.11395E+07,2.40156E+07,2.11535E+07,1.89085E+07,2.2078E+07,2.54142E+07,2.60705E+07,2.2448E+07,
P97411,ICA69_MOUSE,Ica1,Islet cell autoantigen 1,2.9257E+07,2.6234E+07,3.00348E+07,3.02661E+07,2.35348E+07,2.7159E+07,3.33821E+07,2.85161E+07,2.36047E+07,3.35667E+07,2.86818E+07,2.81085E+07,
Q8VCA6,T161A_MOUSE,Tmem161a,Transmembrane protein 161A,2.5398E+06,2.17009E+06,2.19527E+06,2.50389E+06,,3.25765E+06,3.33379E+06,2.80492E+06,2.99233E+06,3.33161E+06,789061,1.10235E+06,
P15327,PMGE_MOUSE,Bpgm,Bisphosphoglycerate mutase,3.40848E+06,3.94257E+06,3.55783E+06,5.33066E+06,3.9869E+06,4.22024E+06,3.36078E+06,4.55106E+06,4.25174E+06,5.66147E+06,4.5671E+06,9.3463E+06,
Q9JJR8,TMM9B_MOUSE,Tmem9b,Transmembrane protein 9B,2.22074E+06,3.38667E+06,1.42818E+06,620933,1.29761E+06,2.25255E+06,1.13623E+06,1.747E+06,2.5297E+06,1.93444E+06,2.51902E+06,1.72698E+06,
Q6P8M1,TATD1_MOUSE,Tatdn1,Deoxyribonuclease TATDN1,5.56068E+06,4.80394E+06,6.39648E+06,6.04559E+06,8.13916E+06,9.48296E+06,7.45638E+06,7.96512E+06,7.13868E+06,6.50108E+06,7.01744E+06,5.97296E+06,
Q6ZQ08,CNOT1_MOUSE,Cnot1,CCR4-NOT transcription complex subunit 1,3.15974E+07,3.28861E+07,3.08935E+07,2.96324E+07,2.8522E+07,2.83476E+07,3.09106E+07,3.26842E+07,3.22138E+07,2.86991E+07,3.00304E+07,3.27412E+07,
Q80W47,WIPI2_MOUSE,Wipi2,WD repeat domain phosphoinositide-interacting protein 2,1.29057E+07,1.07797E+07,1.36431E+07,9.84798E+06,1.04248E+07,9.243E+06,1.09094E+07,1.0523E+07,1.03656E+07,9.65721E+06,7.08475E+06,9.36138E+06,
O35664,INAR2_MOUSE,Ifnar2,Interferon alpha/beta receptor 2,3.47668E+06,3.12722E+06,4.48484E+06,2.83122E+06,,2.79679E+06,3.18555E+06,4.90108E+06,3.14698E+06,3.01031E+06,4.19913E+06,2.94325E+06,
Q99JT1,GATB_MOUSE,Gatb,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",1.26658E+07,1.23619E+07,1.00187E+07,1.20834E+07,,1.26479E+07,1.53406E+07,1.57767E+07,1.2081E+07,1.23048E+07,9.613E+06,1.17437E+07,
A2AJI0,MA7D1_MOUSE,Map7d1,MAP7 domain-containing protein 1,2.49229E+07,3.35678E+07,3.30073E+07,1.86185E+07,2.34099E+07,1.61513E+07,2.77715E+07,3.16856E+07,3.16533E+07,2.63046E+07,2.22288E+07,1.98737E+07,
Q9R0X4,ACOT9_MOUSE,Acot9,"Acyl-coenzyme A thioesterase 9, mitochondrial",8.60956E+06,7.65798E+06,7.00951E+06,1.18349E+07,1.67811E+07,8.08119E+06,6.53914E+06,6.88196E+06,6.97032E+06,9.73617E+06,8.23084E+06,8.21637E+06,
P59016,VP33B_MOUSE,Vps33b,Vacuolar protein sorting-associated protein 33B,2.81167E+07,2.9899E+07,3.16027E+07,2.84725E+07,2.84774E+07,2.83958E+07,2.83276E+07,3.14954E+07,3.29957E+07,3.44089E+07,3.09285E+07,2.78945E+07,
P54729,NUB1_MOUSE,Nub1,NEDD8 ultimate buster 1,1.47899E+07,1.47043E+07,1.28457E+07,1.09753E+07,1.26677E+07,1.04364E+07,1.37283E+07,1.48136E+07,1.41996E+07,1.231E+07,1.44434E+07,1.14082E+07,
Q91VL8,TE2IP_MOUSE,Terf2ip,Telomeric repeat-binding factor 2-interacting protein 1,5.76646E+06,4.81876E+06,6.34444E+06,7.98856E+06,1.03018E+07,7.32384E+06,7.31774E+06,5.52877E+06,4.2861E+06,7.17441E+06,7.5171E+06,7.15029E+06,
Q8K400,STXB5_MOUSE,Stxbp5,Syntaxin-binding protein 5,1.77993E+07,2.15124E+07,2.17404E+07,2.61397E+07,1.91423E+07,2.48508E+07,2.38393E+07,2.34038E+07,2.19734E+07,2.87512E+07,2.67395E+07,2.40362E+07,
Q8R149,BUD13_MOUSE,Bud13,BUD13 homolog,8.77916E+06,1.03017E+07,7.27278E+06,9.08428E+06,1.19819E+07,1.19391E+07,8.65278E+06,1.23407E+07,1.12103E+07,1.09807E+07,8.37461E+06,9.2092E+06,
Q9CQF0,RM11_MOUSE,Mrpl11,"39S ribosomal protein L11, mitochondrial",1.45159E+07,1.92598E+07,1.85194E+07,1.96484E+07,1.14545E+07,1.61992E+07,1.68581E+07,1.97784E+07,1.8213E+07,1.82132E+07,1.71921E+07,2.23642E+07,
Q9QZW0,AT11C_MOUSE,Atp11c,Phospholipid-transporting ATPase 11C,8.6696E+06,8.19075E+06,8.0074E+06,8.38525E+06,1.1136E+07,8.1058E+06,7.85545E+06,8.35838E+06,7.12921E+06,7.06392E+06,8.52622E+06,7.97934E+06,
Q62448,IF4G2_MOUSE,Eif4g2,Eukaryotic translation initiation factor 4 gamma 2,2.35726E+07,2.75525E+07,2.47837E+07,2.33072E+07,2.37803E+07,2.63678E+07,2.49805E+07,2.50887E+07,2.56306E+07,2.07745E+07,2.37051E+07,2.39629E+07,
Q61193,RGL2_MOUSE,Rgl2,Ral guanine nucleotide dissociation stimulator-like 2,1.18105E+07,1.10167E+07,1.0845E+07,8.87556E+06,1.67247E+06,6.82844E+06,1.28766E+07,1.24316E+07,1.22952E+07,9.88526E+06,8.84522E+06,7.55881E+06,
Q8VHC3,SELM_MOUSE,Selenom,Selenoprotein M,1.04447E+07,6.66321E+06,9.36372E+06,2.08717E+07,9.90701E+06,1.29762E+07,7.6935E+06,5.93598E+06,6.87808E+06,2.02679E+07,1.90889E+07,1.79902E+07,
Q62087,PON3_MOUSE,Pon3,Serum paraoxonase/lactonase 3,8.40845E+06,1.18959E+07,1.23829E+07,1.22882E+07,1.50002E+07,1.76874E+07,1.38755E+07,1.04727E+07,9.78874E+06,8.55928E+06,9.36315E+06,1.63201E+07,
Q9CQF3,CPSF5_MOUSE,Nudt21,Cleavage and polyadenylation specificity factor subunit 5,2.37733E+07,2.42184E+07,2.91601E+07,2.89657E+07,2.627E+07,3.24535E+07,2.4681E+07,2.28847E+07,2.59222E+07,2.94584E+07,3.20496E+07,3.44944E+07,
Q8BH69,SPS1_MOUSE,Sephs1,"Selenide, water dikinase 1",2.45296E+07,2.05123E+07,1.71835E+07,3.4488E+07,6.76044E+07,3.14E+07,2.12301E+07,2.1333E+07,2.32351E+07,2.85565E+07,3.01178E+07,2.64711E+07,
Q9Z0R9,FADS2_MOUSE,Fads2,Acyl-CoA 6-desaturase,1.75922E+07,1.9555E+07,2.08916E+07,1.1538E+07,1.57328E+07,9.07407E+06,1.55399E+07,1.73257E+07,1.74753E+07,1.00528E+07,9.49871E+06,8.71383E+06,
Q9CZU3,MTREX_MOUSE,Mtrex,Exosome RNA helicase MTR4,3.75955E+07,3.55153E+07,3.56247E+07,3.52532E+07,4.18896E+07,3.55912E+07,3.90459E+07,3.41534E+07,3.75907E+07,3.94649E+07,4.15122E+07,4.07172E+07,
Q91XU3,PI42C_MOUSE,Pip4k2c,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,1.12189E+07,1.08899E+07,6.89713E+06,1.1289E+07,5.09924E+06,8.41475E+06,1.13563E+07,7.97919E+06,1.07189E+07,1.15795E+07,1.08502E+07,9.79861E+06,
P24472,GSTA4_MOUSE,Gsta4,Glutathione S-transferase A4,8.87081E+06,1.01299E+07,8.9466E+06,1.70425E+07,1.49765E+07,1.10816E+07,9.2375E+06,8.67902E+06,7.34894E+06,3.03328E+07,1.66003E+07,1.57958E+07,
Q8CD10,MICU2_MOUSE,Micu2,"Calcium uptake protein 2, mitochondrial",5.75548E+07,5.30253E+07,5.88204E+07,5.15364E+07,5.26823E+07,4.88358E+07,5.29022E+07,7.251E+07,5.59887E+07,5.40044E+07,5.06411E+07,6.06242E+07,
Q9QZM0,UBQL2_MOUSE,Ubqln2,Ubiquilin-2,1.49971E+07,1.20717E+07,1.18807E+07,1.06636E+07,1.0206E+07,1.00589E+07,1.32506E+07,1.16136E+07,1.30414E+07,1.15394E+07,1.16243E+07,9.9822E+06,
O35435,PYRD_MOUSE,Dhodh,"Dihydroorotate dehydrogenase (quinone), mitochondrial",1.39977E+07,1.11715E+07,1.21879E+07,1.61424E+07,6.17975E+06,1.32597E+07,1.58322E+07,1.32912E+07,1.16038E+07,1.60439E+07,1.65145E+07,1.53329E+07,
Q8R0S1,ATF7_MOUSE,Atf7,Cyclic AMP-dependent transcription factor ATF-7,1.00127E+06,789701,936129,833376,1.34234E+06,765907,629297,802994,906468,567158,988311,552618,
E9Q735,UBE4A_MOUSE,Ube4a,Ubiquitin conjugation factor E4 A,3.67956E+07,3.45338E+07,3.3008E+07,3.67174E+07,3.643E+07,3.22013E+07,3.69241E+07,3.4914E+07,3.3152E+07,3.66961E+07,3.60537E+07,4.58414E+07,
Q7TND5,RPF1_MOUSE,Rpf1,Ribosome production factor 1,1.94586E+07,2.46019E+07,2.59076E+07,1.77227E+07,7.82359E+06,1.23461E+07,2.16022E+07,2.01802E+07,1.71018E+07,1.34747E+07,1.83174E+07,1.83051E+07,
Q99MI1,RB6I2_MOUSE,Erc1,ELKS/Rab6-interacting/CAST family member 1,3.89158E+07,3.72545E+07,3.61004E+07,3.56456E+07,4.29447E+07,3.36246E+07,3.89468E+07,3.61156E+07,3.74536E+07,3.56426E+07,3.06924E+07,3.39355E+07,
Q99PQ1,TR12A_MOUSE,Trim12a,Tripartite motif-containing protein 12A,9.32198E+06,9.49683E+06,9.0751E+06,1.22968E+07,1.87821E+07,1.03962E+07,1.11343E+07,9.59162E+06,9.44351E+06,1.24203E+07,9.36615E+06,9.11496E+06,
O08585,CLCA_MOUSE,Clta,Clathrin light chain A,2.38275E+07,2.13267E+07,1.59265E+07,2.4417E+07,4.78363E+07,1.65423E+07,1.78266E+07,1.6528E+07,2.07483E+07,1.2844E+07,2.11114E+07,1.60102E+07,
E2JF22,PIEZ1_MOUSE,Piezo1,Piezo-type mechanosensitive ion channel component 1,2.78303E+07,2.11851E+07,3.13634E+07,1.68897E+07,,2.15242E+07,,4.059E+07,2.90095E+07,2.58239E+07,,2.14307E+07,
Q9D7N3,RT09_MOUSE,Mrps9,"28S ribosomal protein S9, mitochondrial",1.33082E+07,1.22117E+07,1.1791E+07,1.44761E+07,1.25264E+07,1.35172E+07,1.41958E+07,1.26462E+07,1.05679E+07,1.60597E+07,1.5502E+07,1.29968E+07,
Q60953,PML_MOUSE,Pml,Protein PML,2.77568E+07,2.56155E+07,2.50767E+07,3.28565E+07,5.25268E+07,3.456E+07,2.67661E+07,2.58757E+07,2.68912E+07,3.09666E+07,3.12064E+07,3.16754E+07,
Q6P5G3,MBTD1_MOUSE,Mbtd1,MBT domain-containing protein 1,7.31859E+06,5.98068E+06,7.21545E+06,7.09374E+06,1.29803E+07,8.07454E+06,6.95778E+06,9.10937E+06,6.13437E+06,7.32406E+06,6.00244E+06,7.30604E+06,
Q9ER88,RT29_MOUSE,Dap3,"28S ribosomal protein S29, mitochondrial",1.13596E+07,1.22539E+07,1.05617E+07,1.37835E+07,1.79764E+07,1.17342E+07,1.1544E+07,1.20809E+07,1.10926E+07,1.2956E+07,1.08117E+07,1.21367E+07,
Q6ZQ82,RHG26_MOUSE,Arhgap26,Rho GTPase-activating protein 26,1.01091E+07,1.09322E+07,8.42285E+06,9.7526E+06,1.03824E+07,1.42935E+07,8.24442E+06,8.50954E+06,8.44674E+06,1.68086E+07,1.32359E+07,1.17463E+07,
Q05A36,MEX3C_MOUSE,Mex3c,RNA-binding E3 ubiquitin-protein ligase MEX3C,1.29128E+06,1.09682E+06,669792,1.001E+06,,981635,,754933,782830,1.19765E+06,1.05621E+06,,
P08775,RPB1_MOUSE,Polr2a,DNA-directed RNA polymerase II subunit RPB1,1.97719E+07,2.20707E+07,2.11689E+07,2.07983E+07,2.31145E+07,2.23265E+07,2.43083E+07,2.06374E+07,2.17883E+07,2.15699E+07,2.55989E+07,2.40741E+07,
Q7TPD0,INT3_MOUSE,Ints3,Integrator complex subunit 3,3.03987E+07,2.98371E+07,2.95368E+07,3.35886E+07,2.60927E+07,3.05955E+07,2.84793E+07,3.11041E+07,2.71607E+07,3.435E+07,3.53723E+07,3.02391E+07,
P54751,SIA4A_MOUSE,St3gal1,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",1.23448E+07,1.25192E+07,1.28397E+07,1.64173E+07,1.42692E+07,1.78734E+07,1.28105E+07,1.38381E+07,1.23419E+07,1.30675E+07,1.66054E+07,1.34223E+07,
Q8K3H0,DP13A_MOUSE,Appl1,DCC-interacting protein 13-alpha,2.60789E+07,2.32699E+07,2.32854E+07,2.18629E+07,2.03966E+07,1.91052E+07,2.5829E+07,2.62476E+07,2.33205E+07,2.14001E+07,2.49159E+07,2.06707E+07,
B2RUR8,OTU7B_MOUSE,Otud7b,OTU domain-containing protein 7B,4.50277E+06,4.85466E+06,5.83987E+06,5.11277E+06,2.74685E+06,4.74405E+06,4.83412E+06,4.7012E+06,5.11441E+06,4.92429E+06,5.37888E+06,5.32983E+06,
Q6PEE2,CTIF_MOUSE,Ctif,CBP80/20-dependent translation initiation factor,1.44576E+06,1.67578E+06,2.74105E+06,1.13468E+06,818874,1.22135E+06,1.96957E+06,2.11238E+06,2.56138E+06,1.18463E+06,1.13626E+06,1.94518E+06,
Q8BHD8,PCMD2_MOUSE,Pcmtd2,Protein-L-isoaspartate O-methyltransferase domain-containing protein 2,8.15957E+06,7.59594E+06,9.36635E+06,2.05063E+07,8.05497E+06,1.80674E+07,6.00402E+06,9.13302E+06,9.12354E+06,1.80511E+07,2.33079E+07,2.10198E+07,
Q6P9Q4,FHOD1_MOUSE,Fhod1,FH1/FH2 domain-containing protein 1,3.65588E+07,3.79963E+07,3.77244E+07,4.04262E+07,3.22673E+07,3.50286E+07,4.36732E+07,3.73815E+07,3.82548E+07,4.50621E+07,4.12338E+07,3.49736E+07,
Q9Z0P4,PALM_MOUSE,Palm,Paralemmin-1,608971,620228,491280,1.34763E+06,905438,812442,170453,377507,242782,1.06368E+06,646797,538765,
Q8C436,MT21D_MOUSE,Vcpkmt,Protein N-lysine methyltransferase METTL21D,6.52144E+06,6.51266E+06,5.43328E+06,7.07734E+06,,3.2766E+06,7.20786E+06,6.30299E+06,3.96631E+06,1.03386E+07,1.13038E+07,4.57751E+06,
Q62241,RU1C_MOUSE,Snrpc,U1 small nuclear ribonucleoprotein C,1.07012E+07,1.00295E+07,6.90094E+06,1.24713E+07,1.27173E+07,1.00198E+07,1.00425E+07,9.79477E+06,1.11968E+07,8.7112E+06,6.97493E+06,1.2577E+07,
Q8R1F9,RPP40_MOUSE,Rpp40,Ribonuclease P protein subunit p40,9.07761E+06,8.29528E+06,7.28173E+06,1.19513E+07,8.43038E+06,1.04953E+07,7.1162E+06,6.44308E+06,7.45202E+06,8.90267E+06,8.25939E+06,9.51316E+06,
Q61656,DDX5_MOUSE,Ddx5,Probable ATP-dependent RNA helicase DDX5,1.29035E+08,1.2323E+08,1.18584E+08,1.07084E+08,8.57702E+07,1.07382E+08,1.08477E+08,1.31887E+08,1.21876E+08,1.14098E+08,1.11528E+08,1.04167E+08,
Q8CI71,VPS50_MOUSE,Vps50,Syndetin,1.14032E+07,1.19803E+07,1.1053E+07,7.102E+06,8.59792E+06,8.11205E+06,1.15109E+07,1.06185E+07,1.15372E+07,9.19408E+06,7.69994E+06,9.37111E+06,
Q8VC88,GRAN_MOUSE,Gca,Grancalcin,2.81646E+06,3.01387E+06,2.75044E+06,2.44296E+06,,2.42482E+06,2.60019E+06,2.88278E+06,2.10556E+06,3.98054E+06,2.61121E+06,2.5995E+06,
Q78WZ7,RPA43_MOUSE,Polr1f,DNA-directed RNA polymerase I subunit RPA43,1.96822E+07,2.19004E+07,2.41549E+07,1.80551E+07,1.45387E+07,1.71702E+07,2.40099E+07,2.40059E+07,2.14657E+07,1.63952E+07,1.36711E+07,1.49806E+07,
Q60854,SPB6_MOUSE,Serpinb6,Serpin B6,1.74098E+07,1.74003E+07,1.43303E+07,2.26752E+07,4.41873E+07,2.79601E+07,2.13664E+07,1.72558E+07,2.18298E+07,1.75491E+07,1.99432E+07,2.98661E+07,
O35657,NEUR1_MOUSE,Neu1,Sialidase-1,2.83469E+06,2.3492E+06,3.19976E+06,3.03269E+06,,2.77177E+06,2.97096E+06,3.343E+06,2.55627E+06,5.00997E+06,3.23525E+06,3.03561E+06,
Q920L1,FADS1_MOUSE,Fads1,Acyl-CoA (8-3)-desaturase,4.80433E+07,4.99384E+07,5.04571E+07,5.5161E+07,5.16609E+07,4.43333E+07,4.68468E+07,5.55114E+07,4.34635E+07,4.8142E+07,6.48765E+07,5.93993E+07,
E9Q7F2,RN169_MOUSE,Rnf169,E3 ubiquitin-protein ligase RNF169,2.864E+06,2.59851E+06,2.86842E+06,2.47218E+06,2.79514E+06,2.98276E+06,1.91109E+06,3.18266E+06,2.91145E+06,2.86417E+06,2.83894E+06,3.55067E+06,
